"id";"gender";"carType";"carCategory";"occupation";"age";"carGroup";"bonus";"carValue";"material";"subRegion";"region";"cityDensity";"claimValue"
27958;"Female";"D";"Large";"Self-employed";35;1;-30;110940;0;"M9";"M";156,6298557;0
27959;"Female";"B";"Small";"Employed";28;5;40;26160;1;"T4";"T";23,97168003;0
27960;"Male";"B";"Large";"Employed";40;9;-20;18380;1;"Q20";"Q";181,4165594;0
27961;"Male";"A";"Large";"Unemployed";47;14;-50;17720;1;"Q30";"Q";222,2151274;0
27962;"Female";"B";"Small";"Unemployed";24;10;60;6025;1;"O36";"O";26,7213619;388,40033327
27963;"Female";"C";"Medium";"Employed";36;12;80;1495;1;"T2";"T";28,13630298;0
27964;"Female";"A";"Small";"Employed";29;13;-10;4450;1;"L110";"L";83,90453994;162,23139156
27965;"Male";"B";"Large";"Employed";64;7;-40;25405;1;"R22";"R";270,4632326;0
27966;"Male";"B";"Medium";"Housewife";52;7;150;10710;1;"L71";"L";120,7793723;152,78810405
27967;"Male";"D";"Medium";"Unemployed";45;10;50;20300;1;"Q33";"Q";129,6690079;0
27968;"Male";"E";"Large";"Unemployed";109;18;-50;33600;1;"L79";"L";56,11415278;0
27969;"Male";"B";"Small";"Unemployed";35;13;-20;6440;1;"R5";"R";258,9237292;0
27970;"Female";"C";"Medium";"Unemployed";30;14;100;140990;0;"S13";"S";17,8799582;0
27971;"Male";"A";"Small";"Housewife";27;11;-30;28745;0;"L44";"L";65,3447011;0
27972;"Male";"A";"Large";"Self-employed";49;14;-30;7820;0;"Q2";"Q";123,0199289;743,83239694
27973;"Female";"D";"Small";"Housewife";48;9;-20;7855;1;"L56";"L";87,14669097;0
27974;"Female";"A";"Small";"Employed";33;18;10;14760;0;"L50";"L";84,06770437;5898,707455
27975;"Female";"D";"Large";"Employed";38;12;0;25145;1;"O28";"O";29,1257717;0
27976;"Female";"E";"Medium";"Employed";37;20;-50;49745;1;"R15";"R";270,7883545;594,06360409
27977;"Male";"B";"Medium";"Housewife";73;15;-50;8610;0;"P32";"P";34,10399662;0
27978;"Male";"A";"Large";"Self-employed";52;12;-50;4545;1;"L95";"L";68,37942919;51,458587253
27979;"Female";"E";"Small";"Housewife";68;19;-30;21460;1;"N20";"N";93,11048718;0
27980;"Male";"B";"Large";"Unemployed";54;12;-30;7235;1;"Q26";"Q";237,675525;0
27981;"Male";"D";"Large";"Unemployed";96;11;-50;34355;1;"L28";"L";68,77710211;0
27982;"Male";"A";"Medium";"Employed";47;8;30;15240;1;"M16";"M";129,4194752;5389,8456349
27983;"Male";"E";"Medium";"Housewife";40;7;-50;11915;1;"Q29";"Q";239,4551701;0
27984;"Male";"A";"Large";"Self-employed";43;13;-30;24345;0;"O26";"O";36,9071711;0
27985;"Male";"B";"Medium";"Housewife";61;8;-50;17785;1;"Q22";"Q";144,998902;0
27986;"Male";"A";"Large";"Unemployed";45;19;-30;8660;0;"R13";"R";248,5121203;351,25058473
27987;"Female";"A";"Small";"Unemployed";42;4;-20;9355;0;"Q8";"Q";124,3443471;0
27988;"male";"D";"Large";"Retired";67;12;-10;2300;1;"L58";"L";64,53563007;0
27989;"Male";"B";"Large";"Self-employed";27;17;-40;43765;0;"L32";"L";59,11189493;0
27990;"Male";"E";"Medium";"Housewife";38;4;0;105800;0;"O18";"O";31,60978775;0
27991;"Female";"A";"Medium";"Self-employed";55;19;-40;28330;1;"Q27";"Q";122,4496948;0
27992;"Male";"F";"Medium";"Housewife";40;5;-50;101575;1;"L63";"L";67,42478707;0
27993;"Male";"D";"Medium";"Self-employed";37;15;50;6840;0;"N4";"N";109,6318854;1489,2694427
27994;"Male";"A";"Large";"Retired";75;12;-40;2530;0;"R28";"R";256,6405915;0
27995;"Male";"B";"Large";"Housewife";62;7;-40;14515;1;"M8";"M";128,5434648;0
27996;"male";"A";"Small";"Self-employed";32;12;-30;20220;1;"Q8";"Q";124,3443471;0
27997;"Male";"B";"Large";"Housewife";38;10;-30;21090;0;"R34";"R";276,9950185;0
27998;"Female";"A";"Small";"Unemployed";43;9;20;9545;0;"U14";"U";123,0152076;0
27999;"Male";"B";"Medium";"Self-employed";47;15;50;5080;1;"O1";"O";36,25444122;0
28000;"Female";"B";"Medium";"Employed";37;18;-0,4;12680;0;"L83";"L";69,72819603;50,066703633
28001;"Male";"C";"Large";"Employed";55;20;-20;15965;1;"U7";"U";103,9493988;0
28002;"Female";"A";"Large";"Housewife";62;14;-50;9605;1;"M21";"M";102,818883;0
28003;"Male";"D";"Large";"Housewife";56;14;-40;21815;1;"Q42";"Q";148,4945135;248,6809958
28004;"Female";"E";"Medium";"Retired";63;6;-30;27995;1;"Q41";"Q";213,2556548;0
28005;"Male";"D";"Large";"Self-employed";45;8;-40;7100;0;"R27";"R";250,8413259;0
28006;"Male";"C";"Small";"Employed";28;8;-30;16060;1;"O2";"O";32,9239514;0
28007;"Male";"B";"Small";"Housewife";42;4;-10;20730;1;"M7";"M";178,2443114;0
28008;"Female";"A";"Medium";"Employed";44;15;-50;9045;1;"L40";"L";76,05272599;0
28009;"Male";"A";"Medium";"Self-employed";46;13;90;2020;1;"T32";"T";19,81848038;0
28010;"Female";"F";"Small";"Self-employed";33;9;0;9660;1;"L76";"L";50,56640552;0
28011;"Female";"A";"Medium";"Unemployed";48;20;20;22845;1;"T16";"T";56,04309848;0
28012;"Female";"A";"Large";"Retired";46;12;110;15755;1;"S33";"S";31,60580864;0
28013;"Male";"E";"Medium";"Unemployed";28;8;-50;8130;1;"S20";"S";34,15043101;0
28014;"male";"D";"Large";"Unemployed";25;11;20;6230;1;"L32";"L";59,11189493;0
28015;"Female";"C";"Large";"Housewife";59;13;110;4140;0;"Q40";"Q";189,9730181;0
28016;"Male";"B";"Small";"Housewife";21;11;-20;9345;0;"Q38";"Q";161,4389472;1662,1000594
28017;"Male";"C";"Small";"Unemployed";40;4;-30;23585;1;"L73";"L";68,85387998;0
28018;"Male";"E";"Medium";"Retired";51;9;-30;106525;1;"O14";"O";36,14074742;0
28019;"Male";"A";"Medium";"Retired";47;15;40;20065;1;"Q32";"Q";148,3685156;0
28020;"Male";"A";"Medium";"Housewife";36;11;-10;23045;0;"L107";"L";64,32860507;0
28021;"Male";"D";"Small";"Retired";63;15;-50;19630;0;"L2";"L";44,79860971;0
28022;"Female";"D";"Medium";"Self-employed";57;9;-30;8760;0;"R41";"R";240,0004036;0
28023;"Male";"D";"Large";"Self-employed";54;19;110;21320;1;"T15";"T";25,28528423;0
28024;"Male";"B";"Small";"Employed";28;8;20;7265;0;"M8";"M";128,5434648;0
28025;"Female";"B";"Small";"Unemployed";31;9;140;9935;1;"R15";"R";270,7883545;43,668111046
28026;"Female";"D";"Large";"Housewife";45;13;-50;14085;0;"N9";"N";118,8510133;537,24380173
28027;"Male";"A";"Medium";"Employed";18;14;0;40300;0;"S36";"S";25,00982043;9,751629758
28028;"Female";"D";"Medium";"Self-employed";47;15;-50;14730;1;"Q32";"Q";148,3685156;0
28029;"Male";"D";"Medium";"Retired";66;13;-30;20805;1;"L91";"L";63,5211087;0
28030;"Male";"F";"Large";"Housewife";59;7;-50;6770;1;"L15";"L";54,19066433;279,79006605
28031;"Male";"B";"Small";"Unemployed";28;2;-10;21250;0;"R13";"R";248,5121203;1125,4711514
28032;"Male";"D";"Large";"Housewife";55;12;0,5;9470;1;"S38";"S";19,41025076;0
28033;"Male";"F";"Small";"Housewife";38;18;90;12535;1;"N20";"N";93,11048718;0
28034;"Male";"C";"Large";"Self-employed";40;10;-50;7960;1;"L4";"L";45,52113373;0
28035;"Male";"B";"Medium";"Unemployed";27;11;30;12765;0;"T22";"T";31,98800317;760,00536029
28036;"Male";"A";"Large";"Employed";55;19;-30;38420;1;"P18";"P";23,6720664;0
28037;"Male";"D";"Medium";"Unemployed";69;6;-50;18385;1;"U20";"U";58,60474559;0
28038;"Male";"B";"Medium";"Employed";38;9;-30;4745;1;"L39";"L";68,9093508;0
28039;"Male";"F";"Medium";"Housewife";44;12;-50;22440;0;"T17";"T";32,99314961;0
28040;"Female";"F";"Large";"Housewife";20;10;-0,3;7490;0;"O23";"O";23,46029027;1015,9125626
28041;"Male";"B";"Large";"Retired";47;4;-50;9895;0;"Q42";"Q";148,4945135;0
28042;"Male";"A";"Medium";"Employed";25;15;90;12160;0;"T17";"T";32,99314961;2927,0486949
28043;"Male";"E";"Small";"Self-employed";26;3;40;8360;1;"R43";"R";210,189841;0
28044;"Male";"B";"Medium";"Employed";31;11;-50;14835;1;"Q52";"Q";168,6499611;3635,6546514
28045;"Male";"C";"Medium";"Unemployed";24;9;130;22515;1;"T30";"T";33,96774033;3836,957401685
28046;"Female";"D";"Small";"Unemployed";27;5;140;5795;0;"U2";"U";38,77083633;870,0019076
28047;"Male";"D";"Medium";"Self-employed";48;19;-50;7945;1;"M10";"M";94,36462339;0
28048;"Female";"B";"Large";"Retired";48;11;-30;11055;1;"L110";"L";83,90453994;0
28049;"Female";"F";"Large";"Employed";47;7;-40;16245;1;"Q43";"Q";182,367931;0
28050;"Male";"F";"Small";"Self-employed";40;9;-10;3950;1;"Q49";"Q";91,28099321;553,23809467
28051;"Male";"B";"Small";"Self-employed";29;10;120;21770;0;"Q46";"Q";174,6445246;0
28052;"Male";"C";"Small";"Employed";47;10;-10;21980;0;"L96";"L";45,66982293;0
28053;"Male";"B";"Large";"Retired";63;9;-50;1755;1;"Q61";"Q";136,1308048;0
28054;"Female";"B";"Small";"Self-employed";28;8;0;4555;0;"L52";"L";73,25249905;0
28055;"male";"A";"Medium";"Employed";52;20;-50;6085;1;"R34";"R";276,9950185;1686,3348613
28056;"Male";"C";"Medium";"Employed";36;7;-50;42330;1;"T8";"T";25,52342981;0
28057;"male";"B";"Medium";"Housewife";35;19;130;22670;0;"L9";"L";51,09148195;283,55364411
28058;"Male";"E";"Medium";"Self-employed";46;12;-40;28125;1;"P14";"P";30,62119248;1492,5843957
28059;"Male";"B";"Large";"Employed";42;12;20;25625;0;"R12";"R";260,3601885;448,91094068
28060;"Male";"B";"Medium";"Housewife";49;12;60;6790;0;"M9";"M";156,6298557;0
28061;"Female";"A";"Small";"Self-employed";77;8;20;15605;0;"L93";"L";63,89430992;290,6389269
28062;"Male";"B";"Medium";"Retired";67;9;-40;7490;1;"R10";"R";249,8117276;0
28063;"Male";"A";"Large";"Unemployed";23;1;-40;13690;0;"U7";"U";103,9493988;0
28064;"male";"B";"Medium";"Self-employed";23;12;-50;16550;0;"Q35";"Q";148,4018477;0
28065;"Male";"C";"Medium";"Self-employed";23;9;0;108620;0;"Q2";"Q";123,0199289;0
28066;"Male";"D";"Large";"Employed";29;8;90;5870;0;"N17";"N";137,8151761;1211,7588007
28067;"Male";"C";"Medium";"Housewife";45;9;-50;19005;0;"P7";"P";25,62227499;0
28068;"Male";"B";"Small";"Employed";45;16;100;9400;1;"M11";"M";156,1042255;1368,2490657
28069;"Male";"A";"Medium";"Housewife";35;9;-40;5925;0;"S18";"S";32,15775954;0
28070;"Male";"E";"Medium";"Employed";84;19;100;11020;0;"T12";"T";24,81697854;200,47680217
28071;"Male";"C";"Large";"Unemployed";26;4;-10;19240;0;"M16";"M";129,4194752;0
28072;"Male";"B";"Large";"Housewife";50;16;-50;39780;1;"Q32";"Q";148,3685156;0
28073;"Female";"A";"Small";"Employed";38;20;40;11175;0;"S23";"S";15,70531045;0
28074;"Male";"D";"Medium";"Unemployed";37;15;-50;25310;1;"Q63";"Q";125,9456252;0
28075;"male";"E";"Small";"Unemployed";25;4;0;29285;0;"L94";"L";84,22903844;976,97602152
28076;"Male";"D";"Small";"Unemployed";89;6;0;27845;0;"S26";"S";30,18943347;0
28077;"Female";"B";"Small";"Self-employed";34;6;-50;20325;0;"L68";"L";68,97630254;0
28078;"Male";"C";"Small";"Housewife";49;12;-50;9400;0;"S2";"S";24,13748405;435,34379899
28079;"Male";"A";"Large";"Employed";57;17;30;20895;1;"Q28";"Q";169,5291484;0
28080;"Male";"A";"Medium";"Self-employed";22;15;30;18940;1;"R44";"R";237,4189585;0
28081;"Female";"A";"Small";"Employed";18;6;0;16920;1;"N20";"N";93,11048718;0
28082;"Male";"A";"Medium";"Unemployed";35;14;-30;129170;0;"U21";"U";88,29014956;334,37831065
28083;"Male";"A";"Large";"Employed";22;10;20;16695;0;"R41";"R";240,0004036;2168,3351048
28084;"Female";"A";"Medium";"Unemployed";107;2;-50;8890;0;"R50";"R";223,3475567;0
28085;"Male";"A";"Large";"Retired";74;18;-50;11885;1;"L109";"L";57,29188508;0
28086;"Female";"B";"Medium";"Employed";33;12;-30;19185;0;"R28";"R";256,6405915;0
28087;"Male";"B";"Medium";"Housewife";40;20;70;12715;1;"R34";"R";276,9950185;0
28088;"Female";"F";"Medium";"Self-employed";41;10;20;17545;1;"O3";"O";32,6541392;0
28089;"Female";"B";"Medium";"Employed";38;13;-0,5;32780;0;"R12";"R";260,3601885;0
28090;"Male";"D";"Small";"Employed";46;8;-0,1;23935;0;"R11";"R";259,0040603;234,74326415
28091;"Female";"F";"Large";"Retired";50;10;-50;9820;1;"M21";"M";102,818883;0
28092;"Male";"D";"Small";"Housewife";26;5;-10;5305;0;"R6";"R";236,3993842;1043,5551004
28093;"Male";"D";"Small";"Retired";68;13;-30;9980;1;"P10";"P";29,43246223;455,50489966
28094;"Male";"C";"Medium";"Unemployed";34;14;10;106460;0;"Q42";"Q";148,4945135;0
28095;"Male";"D";"Small";"Unemployed";33;10;100;24930;1;"R32";"R";232,9029787;1040,8953102
28096;"Female";"D";"Large";"Retired";57;9;-40;15405;1;"O38";"O";39,55041059;0
28097;"Male";"D";"Medium";"Self-employed";95;3;-40;5760;1;"T22";"T";31,98800317;0
28098;"Male";"F";"Small";"Employed";73;17;-20;22795;1;"U21";"U";88,29014956;0
28099;"Male";"D";"Small";"Housewife";31;7;10;1585;0;"Q40";"Q";189,9730181;0
28100;"Male";"A";"Large";"Retired";56;7;-50;16600;0;"R43";"R";210,189841;0
28101;"Male";"B";"Small";"Employed";25;18;-30;21315;1;"L79";"L";56,11415278;1372,26505501
28102;"Male";"A";"Medium";"Employed";21;9;0;24945;0;"L10";"L";61,56398846;0
28103;"Female";"A";"Medium";"Self-employed";44;5;-50;8265;0;"L17";"L";61,30612555;0
28104;"Female";"C";"Small";"Employed";23;16;50;13330;0;"T1";"T";28,96459267;5176,0726606
28105;"Male";"C";"Large";"Employed";29;7;-50;18620;0;"R25";"R";270,874006;0
28106;"Male";"E";"Large";"Retired";50;15;-50;8010;1;"L71";"L";120,7793723;0
28107;"Female";"D";"Small";"Unemployed";27;9;20;5420;1;"L66";"L";49,59668535;0
28108;"Male";"A";"Large";"Employed";37;11;-50;19725;1;"Q32";"Q";148,3685156;0
28109;"Female";"D";"Small";"Employed";19;14;20;9565;0;"Q47";"Q";208,6667182;0
28110;"Male";"B";"Small";"Retired";61;9;-30;107915;1;"R41";"R";240,0004036;0
28111;"Male";"B";"Small";"Housewife";23;1;10;9820;0;"R35";"R";223,3085718;25,966204405
28112;"Male";"D";"Large";"Employed";27;8;100;4150;1;"L100";"L";60,86038525;0
28113;"Male";"D";"Medium";"Employed";45;18;-50;18065;0;"U4";"U";114,881582;0
28114;"Male";"A";"Large";"Housewife";48;8;90;16925;1;"S7";"S";32,57069103;0
28115;"Female";"B";"Small";"Employed";23;9;40;6415;0;"M6";"M";103,4727356;0
28116;"Male";"A";"Large";"Housewife";51;10;-50;6500;1;"L35";"L";61,69063654;0
28117;"Male";"B";"Small";"Housewife";38;7;50;12810;0;"L119";"L";74,57233929;0
28118;"Male";"F";"Large";"Self-employed";50;11;0;23280;0;"O2";"O";32,9239514;0
28119;"Male";"C";"Medium";"Employed";18;17;0;6505;0;"U4";"U";114,881582;882,31943978
28120;"Female";"C";"Small";"Employed";27;1;-30;106075;1;"N20";"N";93,11048718;0
28121;"Male";"B";"Medium";"Employed";53;14;70;5525;0;"R40";"R";284,9991194;0
28122;"Male";"B";"Medium";"Self-employed";47;17;-20;46880;0;"L70";"L";44,37542252;0
28123;"Male";"A";"Large";"Employed";19;4;0;110475;0;"S27";"S";26,27361792;2246,876501
28124;"Female";"A";"Large";"Retired";68;7;-40;6980;0;"U19";"U";61,79475865;0
28125;"Female";"B";"Small";"Retired";59;12;-50;9455;1;"R28";"R";256,6405915;0
28126;"Male";"D";"Medium";"Employed";32;7;-10;19485;1;"S23";"S";15,70531045;0
28127;"Male";"A";"Large";"Employed";30;1;60;1345;0;"L60";"L";63,17028387;1581,0638349
28128;"Male";"F";"Medium";"Housewife";35;11;-50;18265;1;"R13";"R";248,5121203;0
28129;"Male";"E";"Large";"Retired";48;12;-50;12650;1;"R45";"R";225,0430894;0
28130;"Male";"B";"Large";"Unemployed";51;11;-0,2;28995;0;"L11";"L";37,45585227;0
28131;"Female";"C";"Small";"Unemployed";24;17;-20;20070;0;"S27";"S";26,27361792;2108,7472184
28132;"Male";"D";"Small";"Housewife";29;9;-40;14350;1;"L97";"L";63,82886936;349,6124724
28133;"Male";"A";"Medium";"Employed";26;7;50;9065;0;"Q31";"Q";185,1345389;0
28134;"Female";"A";"Small";"Employed";48;16;-40;11240;1;"Q34";"Q";212,4247054;0
28135;"Male";"A";"Large";"Retired";61;16;-30;3400;1;"R21";"R";275,2822626;0
28136;"Male";"B";"Large";"Housewife";53;19;-30;4030;1;"S11";"S";24,01925056;255,42949467
28137;"Male";"F";"Small";"Housewife";28;10;40;13055;0;"Q14";"Q";160,3435748;389,38526727
28138;"Male";"A";"Large";"Unemployed";30;7;-0,3;22210;0;"Q28";"Q";169,5291484;0
28139;"Male";"A";"Medium";"Retired";73;12;140;9640;1;"P33";"P";28,95139071;0
28140;"Male";"B";"Large";"Retired";67;10;-50;8240;0;"L39";"L";68,9093508;0
28141;"Female";"A";"Large";"Employed";32;9;-40;24400;0;"Q2";"Q";123,0199289;0
28142;"Male";"B";"Medium";"Self-employed";18;2;0;7955;0;"U20";"U";58,60474559;0
28143;"Male";"D";"Large";"Unemployed";28;9;-30;24200;1;"M4";"M";190,0515645;8863,4249974
28144;"Male";"B";"Large";"Housewife";32;3;-50;5630;1;"R6";"R";236,3993842;0
28145;"Female";"A";"Large";"Housewife";53;12;20;15595;0;"S14";"S";25,91743539;0
28146;"Male";"B";"Small";"Employed";20;12;-10;17415;0;"S41";"S";24,03270395;0
28147;"Male";"B";"Medium";"Unemployed";46;10;-40;13510;1;"T2";"T";28,13630298;0
28148;"Male";"B";"Small";"Self-employed";39;1;-50;9220;1;"Q7";"Q";83,76263662;0
28149;"Male";"A";"Medium";"Employed";38;16;-30;39970;0;"O23";"O";23,46029027;4388,1933777
28150;"Male";"E";"Small";"Employed";26;11;-40;6365;0;"R41";"R";240,0004036;1328,1948365
28151;"Female";"C";"Small";"Employed";31;9;-10;12190;1;"Q4";"Q";138,5066713;0
28152;"Female";"A";"Large";"Housewife";44;17;-40;12250;1;"R12";"R";260,3601885;0
28153;"Female";"E";"Medium";"Unemployed";49;2;-30;11675;0;"N17";"N";137,8151761;0
28154;"Female";"E";"Large";"Employed";34;8;-50;9825;0;"L26";"L";67,56457622;0
28155;"Male";"A";"Medium";"Employed";39;17;0;15600;1;"N5";"N";47,58194704;0
28156;"Male";"D";"Large";"Employed";54;15;-30;13135;0;"L86";"L";50,6257826;0
28157;"Male";"C";"Small";"Self-employed";23;9;-20;9890;0;"Q34";"Q";212,4247054;0
28158;"Male";"A";"Small";"Housewife";21;12;20;11275;0;"Q54";"Q";124,2334338;0
28159;"male";"E";"Medium";"Employed";30;7;150;1615;1;"R7";"R";180,0831298;0
28160;"Female";"D";"Medium";"Employed";42;14;-50;12640;1;"L67";"L";99,57981885;0
28161;"Male";"A";"Medium";"Employed";84;12;-40;16535;0;"P7";"P";25,62227499;610,20548253
28162;"Male";"A";"Large";"Retired";75;7;-20;4720;1;"S9";"S";31,84882285;0
28163;"Female";"B";"Large";"Housewife";33;12;50;103455;0;"R40";"R";284,9991194;737,28450331
28164;"Male";"E";"Small";"Unemployed";25;7;30;24145;0;"L85";"L";61,51657295;0
28165;"Male";"D";"Medium";"Unemployed";26;11;-20;4135;0;"Q15";"Q";147,9690558;3109,3816824
28166;"Male";"C";"Small";"Employed";20;9;0;19310;0;"O19";"O";32,04149695;0
28167;"Male";"A";"Small";"Self-employed";32;11;-50;2870;0;"Q9";"Q";139,637282;0
28168;"Female";"C";"Medium";"Housewife";41;13;-50;1920;0;"L114";"L";75,62345843;0
28169;"Male";"B";"Medium";"Unemployed";23;9;-30;1780;1;"Q24";"Q";222,735365;0
28170;"Female";"A";"Large";"Housewife";54;16;-50;14775;1;"S30";"S";35,57652753;0
28171;"Male";"C";"Medium";"Housewife";39;17;-50;7470;1;"T26";"T";37,63520484;0
28172;"Female";"B";"Large";"Unemployed";29;9;0,8;21535;0;"R18";"R";284,1301175;0
28173;"Female";"B";"Medium";"Unemployed";20;16;-10;4910;0;"Q28";"Q";169,5291484;2500,2253403
28174;"Female";"D";"Small";"Employed";27;18;-30;43955;0;"N15";"N";113,2248348;0
28175;"Male";"A";"Small";"Unemployed";39;10;-20;32230;1;"O10";"O";25,14133101;279,23258355
28176;"Male";"C";"Medium";"Employed";29;15;-50;31150;0;"Q20";"Q";181,4165594;0
28177;"Female";"D";"Medium";"Employed";46;1;-40;9570;1;"L66";"L";49,59668535;0
28178;"Male";"C";"Large";"Employed";50;14;-20;36270;0;"Q34";"Q";212,4247054;0
28179;"Female";"F";"Medium";"Self-employed";52;10;-40;6550;1;"R22";"R";270,4632326;1568,9351644
28180;"Male";"A";"Small";"Self-employed";28;9;30;15605;1;"Q18";"Q";211,8309492;585,38606957
28181;"Female";"A";"Small";"Employed";43;17;-30;27710;1;"U16";"U";91,54176264;0
28182;"Male";"F";"Large";"Housewife";46;18;-40;10240;0;"R4";"R";185,8513852;0
28183;"Male";"B";"Medium";"Unemployed";56;14;30;26375;1;"N19";"N";51,33277755;0
28184;"Male";"D";"Large";"Unemployed";48;14;-40;27205;1;"L78";"L";82,67020711;0
28185;"Female";"A";"Medium";"Employed";34;2;90;22610;1;"S27";"S";26,27361792;2475,2048455
28186;"Male";"B";"Large";"Self-employed";75;17;-20;5435;1;"L110";"L";83,90453994;439,85115917
28187;"Male";"D";"Large";"Housewife";71;7;-50;10045;1;"L4";"L";45,52113373;0
28188;"Female";"A";"Large";"Retired";49;12;-40;8895;1;"Q46";"Q";174,6445246;0
28189;"Female";"F";"Medium";"Employed";75;4;0;17185;0;"R5";"R";258,9237292;14972,376458
28190;"Male";"D";"Medium";"Unemployed";40;15;30;6725;1;"L61";"L";65,78489891;0
28191;"Male";"E";"Small";"Unemployed";21;7;-20;9670;0;"Q58";"Q";129,3156084;3223,0545203
28192;"Female";"B";"Medium";"Self-employed";55;7;-50;6360;1;"N6";"N";93,38235115;0
28193;"Male";"F";"Medium";"Employed";22;6;10;4640;1;"N4";"N";109,6318854;987,26044768
28194;"Male";"B";"Medium";"Unemployed";40;17;-50;29420;0;"R13";"R";248,5121203;0
28195;"Female";"B";"Medium";"Employed";19;11;0;37635;0;"N10";"N";139,6062055;0
28196;"Male";"D";"Small";"Self-employed";47;5;-50;37140;1;"L24";"L";63,50810856;0
28197;"Female";"B";"Large";"Unemployed";30;13;-50;7315;0;"Q5";"Q";99,6400095;0
28198;"Male";"F";"Large";"Housewife";34;14;30;16370;1;"Q2";"Q";123,0199289;164,17191269
28199;"Male";"E";"Medium";"Housewife";89;13;-10;19055;0;"L60";"L";63,17028387;0
28200;"Male";"B";"Medium";"Unemployed";40;8;30;2960;0;"Q62";"Q";91,45292269;0
28201;"Male";"B";"Large";"Employed";55;12;-30;9920;1;"R46";"R";218,9832303;0
28202;"Male";"A";"Medium";"Retired";118;5;0;21715;0;"U6";"U";76,98652096;0
28203;"Male";"D";"Large";"Retired";62;9;-40;18190;1;"L52";"L";73,25249905;0
28204;"Male";"E";"Medium";"Self-employed";75;9;-30;4670;1;"M17";"M";201,6569069;0
28205;"Female";"A";"Medium";"Employed";49;12;-40;9270;1;"Q27";"Q";122,4496948;0
28206;"Female";"A";"Small";"Housewife";62;17;-30;16005;1;"L10";"L";61,56398846;0
28207;"Male";"E";"Small";"Employed";30;12;-50;18710;1;"L97";"L";63,82886936;0
28208;"Male";"F";"Small";"Employed";56;16;0,5;15760;1;"Q28";"Q";169,5291484;49,010585267
28209;"Female";"D";"Large";"Employed";45;12;-20;112345;0;"L72";"L";49,6329834;0
28210;"Female";"B";"Large";"Employed";46;9;-20;8585;0;"L96";"L";45,66982293;0
28211;"Female";"C";"Small";"Employed";37;16;-30;29700;1;"N21";"N";71,18027901;82,333007046
28212;"Female";"B";"Small";"Retired";69;14;-50;24225;1;"L92";"L";73,85052034;0
28213;"Female";"A";"Medium";"Employed";47;3;40;8685;1;"Q4";"Q";138,5066713;11061,49276387
28214;"Male";"A";"Large";"Unemployed";38;9;-50;10220;1;"R46";"R";218,9832303;0
28215;"Female";"A";"Large";"Self-employed";42;18;-50;27160;1;"R19";"R";272,9669948;0
28216;"Female";"A";"Large";"Employed";50;11;-50;10170;1;"N20";"N";93,11048718;0
28217;"Female";"A";"Small";"Self-employed";44;13;0,4;17190;0;"L134";"L";49,53391432;0
28218;"Male";"F";"Medium";"Retired";47;15;-50;16495;1;"L114";"L";75,62345843;0
28219;"Male";"E";"Large";"Self-employed";60;6;-40;19480;0;"R21";"R";275,2822626;0
28220;"male";"C";"Small";"Employed";40;11;-50;27055;1;"L9";"L";51,09148195;0
28221;"Male";"D";"Medium";"Unemployed";33;14;10;46935;0;"Q19";"Q";157,245582;1838,7105495
28222;"Male";"D";"Small";"Housewife";58;7;-50;5575;1;"L23";"L";63,15287215;0
28223;"male";"D";"Medium";"Housewife";30;9;10;3995;1;"O19";"O";32,04149695;0
28224;"Female";"D";"Small";"Employed";18;12;0;16810;0;"Q43";"Q";182,367931;139,62138865
28225;"Male";"C";"Medium";"Employed";44;9;100;17445;1;"Q27";"Q";122,4496948;0
28226;"Male";"E";"Large";"Unemployed";32;6;50;7220;1;"L20";"L";69,88926519;17929,960177
28227;"Male";"A";"Small";"Self-employed";30;12;-50;36010;0;"Q60";"Q";112,4047945;0
28228;"Male";"B";"Large";"Self-employed";39;17;-0,3;26745;1;"S26";"S";30,18943347;0
28229;"Male";"D";"Medium";"Self-employed";97;9;-50;17365;1;"U21";"U";88,29014956;0
28230;"Female";"A";"Large";"Employed";41;2;-50;9875;1;"R24";"R";225,1417422;0
28231;"Female";"B";"Medium";"Unemployed";42;11;-50;33460;1;"L54";"L";71,66099406;0
28232;"Male";"B";"Large";"Self-employed";38;11;-10;20685;0;"L74";"L";62,73514095;0
28233;"Male";"A";"Large";"Housewife";50;2;-50;24680;0;"R17";"R";221,7063984;0
28234;"Female";"A";"Small";"Self-employed";35;14;-50;17590;1;"Q36";"Q";206,2302755;0
28235;"Male";"A";"Large";"Self-employed";22;1;60;110670;0;"N17";"N";137,8151761;0
28236;"Female";"C";"Medium";"Unemployed";22;7;60;8875;0;"Q44";"Q";150,2239631;1934,27805265
28237;"Male";"A";"Large";"Retired";70;18;-30;47195;1;"O9";"O";30,90727239;0
28238;"Male";"C";"Large";"Employed";40;7;-20;15645;0;"Q20";"Q";181,4165594;0
28239;"Male";"D";"Large";"Retired";75;11;-40;22830;0;"R32";"R";232,9029787;0
28240;"Male";"D";"Large";"Self-employed";54;13;-40;29500;0;"L54";"L";71,66099406;1350,2651195
28241;"Male";"E";"Large";"Housewife";39;13;10;19105;1;"R17";"R";221,7063984;0,4482737159
28242;"Female";"E";"Small";"Employed";32;12;10;6125;1;"M11";"M";156,1042255;69,812590576
28243;"Male";"B";"Medium";"Employed";45;20;80;45455;1;"M15";"M";162,9324677;1928,4257443
